,rank,id,name_x,description,bggrating,avgrating,numvoter,date,Index,name_y,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
73,74,157354,Five Tribes,"Move assassins, elders & builders through Naqala to claim oases & control djinns.",7.631,7.78,33319,2021-08-10,73,Five Tribes,2014,2,4,80,13,,https://cf.geekdo-images.com/dmo-WD6HZHVUPrbVHunaTw__thumb/img/I6KVJlQgS1GfWDPSWAFNqce4Cgc=/fit-in/200x150/filters:strip_icc()/pic2055255.jpg
74,75,62219,Dominant Species,"With an ice age approaching, which animals will best propagate, migrate, and adapt?",7.627000000000001,7.84,18402,2021-08-10,74,Dominant Species,2010,2,6,240,14,,https://cf.geekdo-images.com/oeygRZntjNUJWvc8SxDfww__thumb/img/PUmSkY6ZKL81b6YuP1U59R3VdRE=/fit-in/200x150/filters:strip_icc()/pic784193.jpg
75,76,110327,Lords of Waterdeep,Deploy agents and hire adventurers to expand your control over the city of Waterdeep.,7.621,7.75,47266,2021-08-10,75,Lords of Waterdeep,2012,2,5,120,12,,https://cf.geekdo-images.com/-hk8f8iGk_DyWyMrfiPBkg__thumb/img/dBqYOO8uLXAumxUGuYtuiRGQ1Y8=/fit-in/200x150/filters:strip_icc()/pic1116080.jpg
76,77,200680,Agricola (Revised Edition),Prosper your farm in an updated and streamlined edition of this acclaimed game.,7.617000000000001,8.02,10476,2021-08-10,76,Agrícola (nueva edición),2016,1,4,120,12,,https://cf.geekdo-images.com/Vf_0TrTfz9yll7rVBvYGsg__thumb/img/booIzVH8Wg4YJa7hIvzgIqwV25Y=/fit-in/200x150/filters:strip_icc()/pic3029377.jpg
77,78,122515,Keyflower,Compete in a unique auction system to build the most prosperous village.,7.604,7.79,19569,2021-08-10,77,Keyflower,2012,2,6,120,12,,https://cf.geekdo-images.com/HbfgxDJZQnNEZQKvpmJxQg__thumb/img/5t1MtJEDdhSgtyJlmu3Hu1qR_ZQ=/fit-in/200x150/filters:strip_icc()/pic2278942.jpg
78,79,264220,Tainted Grail: The Fall of Avalon,"Exploration, battle and diplomacy in a dark Arthurian realm.",7.599,8.33,7140,2021-08-10,78,Tainted Grail: A Queda de Avalon,2019,1,4,120,14,,https://cf.geekdo-images.com/aAwBzPzta4joKfFZt05hCw__thumb/img/zvV21ZaydrMSEbbYSNXcmw3WmfY=/fit-in/200x150/filters:strip_icc()/pic4385726.jpg
79,80,236457,Architects of the West Kingdom,Will you be a virtuous or nefarious servant of the king? Build your way to glory.,7.587999999999999,7.82,18829,2021-08-10,79,Architecten van het Westelijk Koninkrijk,2018,1,5,80,12,,https://cf.geekdo-images.com/OAX7HfOz-9N60StgADzd0g__thumb/img/sBMaoJ-Kz74lJ6djcl-NNMTr0Wo=/fit-in/200x150/filters:strip_icc()/pic3781944.png
80,81,18602,Caylus,Entrepreneurs pay workers & bribe an official to build a Château & gain royal favor.,7.587000000000001,7.76,27157,2021-08-10,80,Caylus,2005,2,5,150,12,,https://cf.geekdo-images.com/yC7nOSc1x5PT-oNnh6TEcQ__thumb/img/ec9AK_e7FTbxy9tA8er2wW4UnqA=/fit-in/200x150/filters:strip_icc()/pic1638795.jpg
81,82,93,El Grande,"Use your caballeros to control regions of medieval Spain, keeping clear of the King!",7.58,7.75,23975,2021-08-10,81,El Grande,1995,2,5,120,12,,https://cf.geekdo-images.com/GO282hlXR3RiknU5W4GZjg__thumb/img/3mn0EVxxfT94rit8VHiyEYztGeg=/fit-in/200x150/filters:strip_icc()/pic5373572.png
82,83,182874,Grand Austria Hotel,Serve guests and prepare rooms to be the best hotelier in the Viennese modern age.,7.579,7.86,13673,2021-08-10,82,Gran Hotel Austria,2015,2,4,120,12,,https://cf.geekdo-images.com/d4It-gdWY4GZVYSjbq20gQ__thumb/img/b_KgnMcnGbqF9xc3DdfLvVT-6Wo=/fit-in/200x150/filters:strip_icc()/pic2728138.jpg
83,84,12493,Twilight Imperium: Third Edition,"Epic empire-building game of interstellar conflict, trade, and struggle for power.",7.57,7.83,18460,2021-08-10,83,Twilight Imperium: Third Edition,2005,3,6,240,14,,https://cf.geekdo-images.com/MHeQQrbauUVsvh2QF6PMog__thumb/img/9dc8SjfrB38KrNsuHd_JZOXnwYk=/fit-in/200x150/filters:strip_icc()/pic4128153.jpg
84,85,37111,Battlestar Galactica: The Board Game,How can the human race survive when you don't know who is actually human?,7.57,7.74,33407,2021-08-10,84,Battlestar Galactica: Das Brettspiel,2008,3,6,180,14,,https://cf.geekdo-images.com/5Q2w2rFJiFI_uV89KP6ECg__thumb/img/s1BljxEdoxQ1zGYiw05Qa9rg9hI=/fit-in/200x150/filters:strip_icc()/pic354500.jpg
85,86,146021,Eldritch Horror,An unknown Elder God approaches the world—and you must solve mysteries to stop it.,7.562,7.8,30358,2021-08-10,85,Les Contrées de l'horreur,2013,1,8,240,14,,https://cf.geekdo-images.com/oxdsZKIX5_3ovDo38EIaeg__thumb/img/I1oCwOcGxAOVx2VE2LcXuKWoLvY=/fit-in/200x150/filters:strip_icc()/pic1872452.jpg
86,87,73439,Troyes,"Defend the city and rise to power by influencing the merchants, knights and clergy.",7.562,7.76,19586,2021-08-10,86,Troyes,2010,1,4,90,12,,https://cf.geekdo-images.com/fBIe-aEPtJKC-ceNlspK6A__thumb/img/Npv5mrWBkjnlKjl_8hGLNk9CCwc=/fit-in/200x150/filters:strip_icc()/pic750583.jpg
87,88,172386,Mombasa,Acquire shares of unique companies and propagate their trading posts to rake in cash.,7.561,7.88,11268,2021-08-10,87,Mombasa,2015,2,4,150,12,,https://cf.geekdo-images.com/VceWk5QVkgIp6rWDl5qHKQ__thumb/img/_4ZkvkgZey9R2OJOw_TqF426Qew=/fit-in/200x150/filters:strip_icc()/pic2611318.jpg
88,89,40834,Dominion: Intrigue,"Enlist torturers, swindlers, and saboteurs to gain wealth and dominate the kingdom.",7.561,7.71,30641,2021-08-10,88,Dominion: Die Intrige,2009,2,6,30,13,,https://cf.geekdo-images.com/OGOmpi0GgwOwH2y28QgkuA__thumb/img/jnSHqOXWLN3PfdpCtnfjf44oTsA=/fit-in/200x150/filters:strip_icc()/pic460011.jpg
89,90,205896,Rising Sun,"Lead your clan to victory through negotiation, combat, monsters and favors from Kami.",7.56,7.86,16630,2021-08-10,89,Felkelő Nap,2018,3,5,120,14,,https://cf.geekdo-images.com/iwevA6XmiNLHn1QnGUucqw__thumb/img/UNKv6MWzJUAwhhP7-ng6HoinRa8=/fit-in/200x150/filters:strip_icc()/pic3880340.jpg
90,91,269385,The Lord of the Rings: Journeys in Middle-Earth,"Heroes explore Middle-earth, working together to combat evil in an epic campaign.",7.557,8.05,10014,2021-08-10,90,A Gyűrűk Ura: Utazások Középföldén,2019,1,5,120,14,,https://cf.geekdo-images.com/1XA2-niwTBa0HEB7hOz3Dw__thumb/img/iMrsSq7nICZjz1DBXkefq-8E9Js=/fit-in/200x150/filters:strip_icc()/pic4530974.jpg
91,92,163412,Patchwork,Piece together a quilt and leave no holes to become the button master.,7.542000000000001,7.65,49130,2021-08-10,91,Patchwork,2014,2,2,30,8,,https://cf.geekdo-images.com/wLW7pFn0--20lEizEz5p3A__thumb/img/P49TUiytgjmRAtKsfO7Y3yU_xic=/fit-in/200x150/filters:strip_icc()/pic2270442.jpg
92,93,170042,Raiders of the North Sea,Assemble and prepare a formidable crew of vikings to pillage towns and gain glory.,7.542000000000001,7.78,17165,2021-08-10,92,Invasores do Mar do Norte,2015,2,4,80,12,,https://cf.geekdo-images.com/hXdfAhgZ8OeyWLunt36wlw__thumb/img/vh7ttK5C_kKf5YZNYOY4vfsgXHU=/fit-in/200x150/filters:strip_icc()/pic3578101.jpg
93,94,144733,Russian Railroads,"Acquire locomotives & industry, build track, and hire the best engineers in Russia.",7.5360000000000005,7.77,15324,2021-08-10,93,Rosyjskie Koleje,2013,2,4,120,12,,https://cf.geekdo-images.com/B0oEVgeqs4_rT8oyb1_Juw__thumb/img/oZkHYUMtcGVwg_gz6OjtuiD3vmU=/fit-in/200x150/filters:strip_icc()/pic1772936.jpg
94,95,42,Tigris & Euphrates,Keep your Mesopotamian civilisation in perfect balance through revolutions and wars.,7.528,7.7,25709,2021-08-10,94,Eufraat & Tigris,1997,2,4,90,12,,https://cf.geekdo-images.com/soAzNVWglCdVBacNjoCTJw__thumb/img/0UPEyOaSFyqEH1ikrSig_218RQ0=/fit-in/200x150/filters:strip_icc()/pic2338267.jpg
95,96,203993,Lorenzo il Magnifico,Avoid excommunication and lead your family to power during the Italian Renaissance.,7.526,7.89,9959,2021-08-10,95,Lorenzo der Prächtige,2016,2,4,120,12,,https://cf.geekdo-images.com/8G6GkImjt0F_L5aYb8fmtQ__thumb/img/MoUo5LUThQh7CyxGX6QnPBM5zAo=/fit-in/200x150/filters:strip_icc()/pic3175535.jpg
96,97,281259,The Isle of Cats,Rescue as many island cats as you can before Lord Vesh comes to destroy their home.,7.525,7.99,8861,2021-08-10,96,A Ilha dos Gatos,2019,1,4,90,8,,https://cf.geekdo-images.com/AuAheDzhkLufiZFE9JaRNA__thumb/img/gENtMHYJDff6XaGGOYw9oSZShCs=/fit-in/200x150/filters:strip_icc()/pic4781085.jpg
97,98,178900,Codenames,Give your team clever one-word clues to help them spot their agents in the field.,7.518,7.61,70868,2021-08-10,97,Codenames,2015,2,8,15,14,,https://cf.geekdo-images.com/F_KDEu0GjdClml8N7c8Imw__thumb/img/yl8iXxSNwguMeg3KkmfFO9SMVVc=/fit-in/200x150/filters:strip_icc()/pic2582929.jpg
98,99,102680,Trajan,Manage and rule all aspects of Ancient Rome with a clever action selection mancala.,7.515,7.76,15122,2021-08-10,98,Trajan,2011,2,4,120,12,,https://cf.geekdo-images.com/djdeCr__iNV5rMnGnxNiaQ__thumb/img/jULoayRVuV3c8cRqKOPsf7oMO5w=/fit-in/200x150/filters:strip_icc()/pic4336095.png
99,100,132531,Roll for the Galaxy,"Utilize your dice populace to develop technologies, settle worlds, and ship goods.",7.515,7.66,27342,2021-08-10,99,Roll for the Galaxy,2014,2,5,45,13,,https://cf.geekdo-images.com/nhoyoLpYPC2b3UiJ5kJ0yg__thumb/img/KVmexHT6N_fquB1CQl9QRNYCvD0=/fit-in/200x150/filters:strip_icc()/pic1473629.jpg
100,101,225694,Decrypto,Decipher your opponents' code before they decipher yours. Don't get caught.,7.504,7.8,12981,2021-08-10,100,Decrypto,2018,3,8,45,12,,https://cf.geekdo-images.com/hHZWXnUTMYDd_KTAM6Jwlw__thumb/img/O5XHaPOALYquS058qcXWVm5b_k4=/fit-in/200x150/filters:strip_icc()/pic3759421.jpg
101,102,36218,Dominion,Acquire the most valuable lands by building your deck with treasure and power cards.,7.504,7.61,79783,2021-08-10,101,Dominion,2008,2,4,30,13,,https://cf.geekdo-images.com/j6iQpZ4XkemZP07HNCODBA__thumb/img/B2u2ghwlmI_qsUtCwuvcbnBcIqU=/fit-in/200x150/filters:strip_icc()/pic394356.jpg
102,103,2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,The game is afoot as you and your irregular friends search Victorian London for clues,7.497999999999999,7.72,17914,2021-08-10,102,Consulting Detective,1982,1,8,120,13,,https://cf.geekdo-images.com/ptDZ2tJ6dSNiONAx3HH8Tw__thumb/img/TKoDj4fKzLa_m45TCQeDGcBf63o=/fit-in/200x150/filters:strip_icc()/pic3514298.jpg
103,104,30549,Pandemic,Your team of experts must prevent the world from succumbing to a viral pandemic.,7.497999999999999,7.6,105617,2021-08-10,103,EPIZOotic,2008,2,4,45,8,,https://cf.geekdo-images.com/S3ybV1LAp-8SnHIXLLjVqA__thumb/img/oqViRj6nVxK3m36NluTxU1PZkrk=/fit-in/200x150/filters:strip_icc()/pic1534148.jpg
104,105,155821,Inis,Claim the crown through merit and wisdom in this Celtic island struggle.,7.494,7.81,13560,2021-08-10,104,Inis,2016,2,4,90,14,,https://cf.geekdo-images.com/6QE8mnPFmauoj2THsyUYPA__thumb/img/m63hnvHi6jqlva52FGaWbEqzjys=/fit-in/200x150/filters:strip_icc()/pic4739757.jpg
105,106,198928,Pandemic: Iberia,"Travel from Barcelona to Lisboa to cure malaria, typhus, yellow fever, and cholera.",7.49,7.92,8621,2021-08-10,105,Pandemic: Iberia,2016,2,5,45,8,,https://cf.geekdo-images.com/752GFSJLkyDZikThRM6gqQ__thumb/img/ZFIsirWsf8n1HY6fK-zeDYMKE80=/fit-in/200x150/filters:strip_icc()/pic3000850.png
106,107,172287,Champions of Midgard,"Gain glory by defending a Viking harbor town against trolls, draugr and other beasts.",7.4879999999999995,7.77,13984,2021-08-10,106,Campioni di midgard,2015,2,4,90,10,,https://cf.geekdo-images.com/VJwOnMF5vwJg2Yaq6ozn3Q__thumb/img/Ms3h8cBxGzfcKB16q1KPOsmnoG8=/fit-in/200x150/filters:strip_icc()/pic2869714.jpg
107,108,233371,Clank! In! Space!: A Deck-Building Adventure,Tiptoe your way through Lord Eradikus' spaceship to nab artifacts and an escape pod.,7.486000000000001,7.85,9934,2021-08-10,107,Břink! Ve vesmíru!: Velká galaktická loupež,2017,2,4,90,12,,https://cf.geekdo-images.com/haDQw7X8Z0VOItfow9eDtg__thumb/img/mn9ypbuCR2pwOSvor46QRXgVImM=/fit-in/200x150/filters:strip_icc()/pic3720843.jpg
108,109,196340,Yokohama,Claim your fame as the dominant merchant in the Meiji period of Yokohama.,7.486000000000001,7.85,9368,2021-08-10,108,YOKOHAMA,2016,2,4,90,14,,https://cf.geekdo-images.com/ocI_xrJ7A-cDTTMUoYBNzw__thumb/img/FV_oHALnYd3AHo0FPCfYMkSedBM=/fit-in/200x150/filters:strip_icc()/pic3600984.jpg
109,110,127023,Kemet,Play as warring Egyptian Gods and build the most powerful army to dominate Egypt.,7.48,7.71,16706,2021-08-10,109,Kemet,2012,2,5,120,13,,https://cf.geekdo-images.com/RmZjhy7_6REp8IaXh9Zqwg__thumb/img/930_NppLsnIGUDG_W6wkdOGgKR8=/fit-in/200x150/filters:strip_icc()/pic3979527.jpg
110,111,175155,Forbidden Stars,Choose one of four Warhammer 40K factions and wage war across the Herakon Cluster.,7.479,7.97,7757,2021-08-10,110,Forbidden Stars,2015,2,4,180,14,,https://cf.geekdo-images.com/WlvyznYhlYNXMtMbKKu1oA__thumb/img/cudczHrJs0wFKywIHBQ6Fb7D7oY=/fit-in/200x150/filters:strip_icc()/pic2471359.jpg
111,112,266524,PARKS,"Hike through National Parks tiles, collecting memories and admiring gorgeous scenery.",7.47,7.87,9712,2021-08-10,111,Parki,2019,1,5,60,10,,https://cf.geekdo-images.com/mF2cSNRk2O6HtE45Sl9TcA__thumb/img/K2AgL-KE_CTcvwahWd7zlt9YR0U=/fit-in/200x150/filters:strip_icc()/pic4852372.jpg
112,113,175640,Vinhos Deluxe Edition,The strategic craft of fine winemaking.,7.466,8.2,4592,2021-08-10,112,Vinhos Deluxe Edition,2016,1,4,135,14,,https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__thumb/img/hQLejMza7x_sM1hW24jAocbyqHY=/fit-in/200x150/filters:strip_icc()/pic2649446.jpg
113,114,263918,Cartographers,The Queen's cartographers compete to sketch the most efficient maps.,7.462000000000001,7.74,13650,2021-08-10,113,Cartógrafos,2019,1,100,45,10,,https://cf.geekdo-images.com/GifbnAmsA4lfEcDkeaC9VA__thumb/img/TTxZzwbna07hMcPQ0xaFtT10egE=/fit-in/200x150/filters:strip_icc()/pic4397932.png
114,115,161970,Alchemists,Showcase your alchemical know-how by publishing theories in this app-driven game.,7.454,7.67,18913,2021-08-10,114,Alchemicy,2014,2,4,120,13,,https://cf.geekdo-images.com/ztNshEv3Fsm46HCJaEOFPw__thumb/img/-a0oJ_E49V_7PDW78W7KIyS3rF8=/fit-in/200x150/filters:strip_icc()/pic2241156.png
115,116,103885,Star Wars: X-Wing Miniatures Game,Pilot your ships in tight arcs to take out the enemy! The universe can be yours.,7.452999999999999,7.68,23417,2021-08-10,115,Star Wars X-Wing: El juego de miniaturas – Caja Básica,2012,2,2,45,14,,https://cf.geekdo-images.com/yNqgVxaqoZepir7Hzkfe-Q__thumb/img/idalbLcUm2q9yxVZzRDkLEax5AE=/fit-in/200x150/filters:strip_icc()/pic1603292.jpg
116,117,146652,Legendary Encounters: An Alien Deck Building Game,"In space, no one can hear you build a deck of marine & weapon cards to fight aliens.",7.452999999999999,7.78,11619,2021-08-10,116,Legendary Encounters: An Alien Deck Building Game,2014,1,5,60,17,,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__thumb/img/AT5BHzGvyKq2w84Cw97JX3tDy-I=/fit-in/200x150/filters:strip_icc()/pic2225180.jpg
117,118,34635,Stone Age,Travel to the time of hunters and gatherers in this classic game of tools and tribes.,7.4479999999999995,7.56,46099,2021-08-10,117,100000 лет до нашей эры,2008,2,4,90,10,,https://cf.geekdo-images.com/elmZegVZ6gp4_5izUgxGQQ__thumb/img/MXq3DEKWIozO-PmB4S64BiE5fd0=/fit-in/200x150/filters:strip_icc()/pic1632539.jpg
118,119,218417,Aeon's End: War Eternal,War Eternal is a standalone game compatible with the deck building game Aeon's End.,7.4479999999999995,8.39,3623,2021-08-10,118,Aeon's End: Für die Ewigkeit,2017,1,4,60,14,,https://cf.geekdo-images.com/H2st1bZH4O0FM46NhKMqyQ__thumb/img/UqZx4Zn9Td--__2bRSdCDsddi_s=/fit-in/200x150/filters:strip_icc()/pic3430893.jpg
119,120,262712,Res Arcana,"Rival mages create artifacts, vying for places of power and ancient monuments.",7.447,7.76,11984,2021-08-10,119,Res Arcana,2019,2,4,60,12,,https://cf.geekdo-images.com/gcALy45JfcjyKUn6T3mBIQ__thumb/img/5cPMxq_X6VIO8l2t1_6H7C_KqrU=/fit-in/200x150/filters:strip_icc()/pic4422847.jpg
120,121,233398,Endeavor: Age of Sail,"Spread your glory over the vast, as of yet unexplored world in this updated classic.",7.447,8.0,6729,2021-08-10,120,Endeavor:  Le rotte dell'Impero,2018,2,5,90,13,,https://cf.geekdo-images.com/YXYqQZ05gC9kNlgX7cbR8g__thumb/img/tnCicYCs55D8rwF0RKFaBdXjb44=/fit-in/200x150/filters:strip_icc()/pic3913274.jpg
121,122,147020,Star Realms,Compete head-to-head to create the most powerful deck of spaceships and bases.,7.445,7.58,37272,2021-08-10,121,Star Realms,2014,2,2,20,12,,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__thumb/img/s_CE1b1XXUnYj9auTPhLrvkNsYA=/fit-in/200x150/filters:strip_icc()/pic1903816.jpg
122,123,4098,Age of Steam,"Outperform your railroad rivals with shares, auctions, trackbuilding, and deliveries.",7.436,7.79,9139,2021-08-10,122,Age of Steam,2002,1,6,120,13,,https://cf.geekdo-images.com/gBPzZsgm9nrUYVfdK216NA__thumb/img/aceZ647BbV53Yv7rod9AwpTTst0=/fit-in/200x150/filters:strip_icc()/pic4557340.png
123,124,163068,Trickerion: Legends of Illusion,"In a Victorian steampunk world, magicians perform dazzling tricks for money and fame.",7.435,7.92,7181,2021-08-10,123,Trickerion: Légende de l'illusion,2015,2,4,180,14,,https://cf.geekdo-images.com/9gob752VqEklQFV_gz16hw__thumb/img/C2GPhkDu7fWK6L64MTOaYVRCgS4=/fit-in/200x150/filters:strip_icc()/pic2585510.png
124,125,104162,Descent: Journeys in the Dark (Second Edition),Fight monsters and upgrade your characters in an all-vs-Overlord fantasy campaign.,7.432,7.68,23137,2021-08-10,124,Descent: Die Reise ins Dunkel (Zweite Edition),2012,1,5,120,14,,https://cf.geekdo-images.com/ZN2rpiJ19lg5DZk_iYMMkQ__thumb/img/C6XETjkjDq3zebWc7-Rf_WKh2ak=/fit-in/200x150/filters:strip_icc()/pic1180640.jpg
125,126,118048,Targi,A contest between two nomadic tribes along desert trade routes.,7.43,7.65,15744,2021-08-10,125,Targi,2012,2,2,60,12,,https://cf.geekdo-images.com/wHg4fOf48cs1kw1PDOk1tQ__thumb/img/6l-jqYlfECK1SVSsUs7FXUheKzQ=/fit-in/200x150/filters:strip_icc()/pic3958793.jpg
126,127,14996,Ticket to Ride: Europe,Build train routes across Europe in this sequel to the hit family board game.,7.428999999999999,7.55,60797,2021-08-10,126,¡Aventureros al Tren! Europa,2005,2,5,60,8,,https://cf.geekdo-images.com/0K1AOciqlMVUWFPLTJSiww__thumb/img/RDvu2FvsYVVH8icp1VsilUlqUGI=/fit-in/200x150/filters:strip_icc()/pic66668.jpg
127,128,148949,Istanbul,Send your assistants through the shops of Istanbul as you race to acquire rubies.,7.4239999999999995,7.57,26157,2021-08-10,127,Istanbul,2014,2,5,60,10,,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__thumb/img/Vzpg3sdeAbCy0IxSAoh1aH9nvDE=/fit-in/200x150/filters:strip_icc()/pic1885326.jpg
128,129,233867,Welcome To...,"Design the most appealing 1950s neighborhood, with fences, parks, and swimming pools.",7.42,7.61,19466,2021-08-10,128,Köszöntünk... álmaid városában!,2018,1,100,25,10,,https://cf.geekdo-images.com/g4XmxyKhNVdhC3QPd1purQ__thumb/img/e3bCyIvM1IOGFYnKGj2jIn5mbKY=/fit-in/200x150/filters:strip_icc()/pic3761012.jpg
129,130,150376,Dead of Winter: A Crossroads Game,"As you struggle to keep survivors alive, how will you value group vs. personal needs?",7.4110000000000005,7.56,40302,2021-08-10,129,Dead of Winter: A Crossroads Game,2014,2,5,120,13,,https://cf.geekdo-images.com/g4mV4BH-ZrhMUVgil-yV1A__thumb/img/foFGN8KwmN8BaYNpolq0HcMba4M=/fit-in/200x150/filters:strip_icc()/pic3016500.jpg
130,131,43111,Chaos in the Old World,Rival chaos gods send forth their minions to spread corruption and destruction.,7.4110000000000005,7.67,14454,2021-08-10,130,Caos en el Viejo Mundo,2009,3,4,120,13,,https://cf.geekdo-images.com/yTe9522sHL-3nhfAMH2cTg__thumb/img/hzQEjxV31FkgVXiHwDD8n0wF2I0=/fit-in/200x150/filters:strip_icc()/pic1318481.jpg
131,132,244522,That's Pretty Clever!,"Draft dice to mark numbers on your scoresheet, comboing bonuses to power your points.",7.409,7.63,15853,2021-08-10,131,Clever,2018,1,4,30,8,,https://cf.geekdo-images.com/3-unuy5JW1cC8C6EUBNiOA__thumb/img/6lLy1-ra8knFDyG3FznGUp6WK-M=/fit-in/200x150/filters:strip_icc()/pic4410877.jpg
132,133,9609,War of the Ring,"Rings, Fellowship, diplomacy and war in the Third Age of Middle Earth.",7.409,7.77,10022,2021-08-10,132,Guerra del Anillo,2004,2,4,120,12,,https://cf.geekdo-images.com/JmdqlBJBynZMOciZzkVIkw__thumb/img/PgSR-5Hd8W6YBrLJLSvOBKH3Sls=/fit-in/200x150/filters:strip_icc()/pic725882.jpg
133,134,43015,Hansa Teutonica,Build networks of merchants along the roads and market towns of the Hanseatic League.,7.407,7.67,12060,2021-08-10,133,Hansa Teutonica,2009,2,5,90,12,,https://cf.geekdo-images.com/3IkzYcplGfFtVrd3syClHg__thumb/img/4350nWgj6kTrn8BWFI6cxvts_E0=/fit-in/200x150/filters:strip_icc()/pic839090.jpg
134,135,271324,It's a Wonderful World,"Draft yourself the ‘perfect’ dystopia, complete projects and churn out resources.",7.405,7.85,8065,2021-08-10,134,É Um Maravilhoso Mundo,2019,1,5,60,14,,https://cf.geekdo-images.com/od4vDTdXGPSVc-kjLqM11w__thumb/img/T2ukKoCUNv2LMxg5GOlOb8WTzNI=/fit-in/200x150/filters:strip_icc()/pic4651175.jpg
135,136,77423,The Lord of the Rings: The Card Game,Guide your fellowship as it embarks on unique adventures in Tolkien's Middle Earth!,7.405,7.65,21344,2021-08-10,135,Der Herr der Ringe: Das Kartenspiel,2011,1,2,60,13,,https://cf.geekdo-images.com/ZmXi5BbtoWl58ZnKcUy1vw__thumb/img/__NGanznvqHKTFhj28S8ZpfLbpc=/fit-in/200x150/filters:strip_icc()/pic906495.jpg
136,137,274364,Watergate,Hide or expose the greatest American political scandal in a tug of war for evidence.,7.403,7.96,5700,2021-08-10,136,Watergate,2019,2,2,60,12,,https://cf.geekdo-images.com/iTBogxNFa3Ymh-6ST3srsw__thumb/img/5vZps-04NqSAuUC4e6-E9M96VxE=/fit-in/200x150/filters:strip_icc()/pic4768766.jpg
